region,timestamp,n_infections_in_communal,n_infections_in_e_voucher,n_infections_in_play_group,n_infections_in_pump_latrine,n_infections_in_religious,n_infections_in_shelter,infected,infected_0_12,infected_12_25,infected_25_65,infected_65_101,deaths,deaths_0_12,deaths_12_25,deaths_25_65,deaths_65_101,hospital_admissions,hospital_admissions_0_12,hospital_admissions_12_25,hospital_admissions_25_65,hospital_admissions_65_101,icu_admissions,icu_admissions_0_12,icu_admissions_12_25,icu_admissions_25_65,icu_admissions_65_101,currently_in_hospital,currently_in_hospital_0_12,currently_in_hospital_12_25,currently_in_hospital_25_65,currently_in_hospital_65_101,currently_infected,currently_infected_0_12,currently_infected_12_25,currently_infected_25_65,currently_infected_65_101,recovered,recovered_0_12,recovered_12_25,recovered_25_65,recovered_65_101,currently_susceptible_0_12,currently_susceptible_12_25,currently_susceptible_25_65,currently_susceptible_65_101,currently_susceptible,currently_dead,currently_recovered
CXB-201,2020-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7909,15770,135,37897,0,0
CXB-201,2020-05-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7909,15770,135,37897,0,0
CXB-201,2020-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7909,15770,135,37897,0,0
CXB-201,2020-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7909,15770,135,37897,0,0
CXB-201,2020-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7909,15770,135,37897,0,0
CXB-201,2020-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7909,15770,135,37897,0,0
CXB-201,2020-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7909,15770,135,37897,0,0
CXB-201,2020-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7909,15770,135,37897,0,0
CXB-201,2020-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7909,15770,135,37897,0,0
CXB-201,2020-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7909,15770,135,37897,0,0
CXB-201,2020-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7909,15770,135,37897,0,0
CXB-201,2020-05-24,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,14083,7909,15770,135,37897,0,0
CXB-201,2020-05-25,0,0,2,0,0,2,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,1,0,0,0,0,0,0,14083,7906,15769,135,37893,0,0
CXB-201,2020-05-26,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,5,1,0,0,0,0,0,0,14083,7904,15769,135,37891,0,0
CXB-201,2020-05-27,0,0,0,0,0,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,6,2,0,0,0,0,0,0,14082,7903,15768,135,37888,0,0
CXB-201,2020-05-28,0,0,0,0,0,10,10,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,6,10,0,0,0,0,0,0,14080,7903,15760,135,37878,0,0
CXB-201,2020-05-29,0,0,0,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,7,11,0,0,0,0,0,0,14080,7902,15759,135,37876,0,0
CXB-201,2020-05-30,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,7,11,0,0,0,0,0,0,14078,7902,15759,135,37874,0,0
CXB-201,2020-05-31,1,0,0,0,0,7,8,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,10,9,13,0,0,0,0,0,0,14074,7900,15757,135,37866,0,0
CXB-201,2020-06-01,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,13,9,13,0,0,0,0,0,0,14071,7900,15757,135,37863,0,0
CXB-201,2020-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,13,9,13,0,0,0,0,0,0,14070,7900,15754,135,37859,0,0
CXB-201,2020-06-03,0,0,0,0,0,4,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,14,9,16,0,0,0,0,0,0,14070,7900,15754,135,37859,0,0
CXB-201,2020-06-04,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,14,9,17,0,0,0,0,0,0,14070,7900,15753,135,37858,0,0
CXB-201,2020-06-05,0,0,0,1,0,3,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,15,10,19,0,0,0,0,0,0,14069,7899,15751,135,37854,0,0
CXB-201,2020-06-06,0,0,0,0,0,4,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,15,13,20,0,0,0,0,0,0,14069,7896,15750,135,37850,0,0
CXB-201,2020-06-07,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,15,13,22,0,0,0,0,0,0,14069,7896,15748,135,37848,0,0
CXB-201,2020-06-08,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,15,13,23,0,0,0,0,0,0,14069,7896,15747,135,37847,0,0
CXB-201,2020-06-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,15,13,23,0,1,0,1,0,0,14069,7895,15746,135,37845,0,1
CXB-201,2020-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,15,13,23,0,0,0,0,0,0,14069,7895,15746,135,37845,0,1
CXB-201,2020-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,15,13,22,0,1,0,0,1,0,14069,7895,15746,135,37845,0,2
CXB-201,2020-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,14,12,22,0,2,1,1,0,0,14069,7895,15746,135,37845,0,4
CXB-201,2020-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,14,11,22,0,2,1,1,0,0,14069,7895,15746,135,37845,0,6
CXB-201,2020-06-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,12,11,22,0,2,2,0,0,0,14069,7895,15746,135,37845,0,8
CXB-201,2020-06-15,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,11,11,23,0,2,1,1,0,0,14069,7895,15746,135,37845,0,10
CXB-201,2020-06-16,0,0,0,0,0,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,12,11,25,0,0,0,0,0,0,14068,7895,15744,135,37842,0,10
CXB-201,2020-06-17,1,0,0,0,0,2,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,13,11,27,0,0,0,0,0,0,14067,7895,15742,135,37839,0,10
CXB-201,2020-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,12,9,25,0,5,1,2,2,0,14067,7894,15742,135,37838,0,15
CXB-201,2020-06-19,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,11,10,23,0,4,2,0,2,0,14067,7894,15742,135,37838,0,19
CXB-201,2020-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,10,9,22,0,3,1,1,1,0,14067,7894,15741,135,37837,0,22
CXB-201,2020-06-21,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,9,9,22,0,2,1,0,1,0,14067,7894,15741,135,37837,0,24
CXB-201,2020-06-22,0,0,0,0,0,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,11,7,20,0,5,0,2,3,0,14065,7894,15740,135,37834,0,29
CXB-201,2020-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,11,7,19,0,1,0,0,1,0,14065,7894,15739,135,37833,0,30
CXB-201,2020-06-24,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,10,5,19,0,4,1,2,1,0,14065,7894,15739,135,37833,0,34
CXB-201,2020-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8,5,19,0,2,2,0,0,0,14064,7894,15739,135,37832,0,36
CXB-201,2020-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7,5,18,0,2,1,0,1,0,14064,7894,15739,135,37832,0,38
CXB-201,2020-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,4,16,0,3,0,1,2,0,14064,7894,15739,135,37832,0,41
CXB-201,2020-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,4,16,0,1,1,0,0,0,14064,7894,15739,135,37832,0,42
CXB-201,2020-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,3,14,0,3,0,1,2,0,14064,7894,15739,135,37832,0,45
CXB-201,2020-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,3,14,0,1,1,0,0,0,14064,7894,15739,135,37832,0,46
CXB-201,2020-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,2,13,0,3,0,1,2,0,14064,7894,15739,135,37832,0,49
CXB-201,2020-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,1,13,0,1,0,1,0,0,14064,7894,15739,135,37832,0,50
CXB-201,2020-07-03,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,1,12,0,1,0,0,1,0,14064,7894,15739,135,37832,0,51
CXB-201,2020-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,1,12,0,0,0,0,0,0,14064,7894,15738,135,37831,0,51
CXB-201,2020-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,1,10,0,2,0,0,2,0,14064,7894,15738,135,37831,0,53
CXB-201,2020-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,1,10,0,0,0,0,0,0,14064,7894,15738,135,37831,0,53
CXB-201,2020-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,1,8,0,3,1,0,2,0,14064,7894,15738,135,37831,0,56
CXB-201,2020-07-08,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,1,9,0,0,0,0,0,0,14064,7894,15738,135,37831,0,56
CXB-201,2020-07-09,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,1,9,0,1,1,0,0,0,14063,7894,15738,135,37830,0,57
CXB-201,2020-07-10,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,17,6,1,10,0,0,0,0,0,0,14062,7894,15737,135,37828,0,57
CXB-201,2020-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,14,6,1,7,0,3,0,0,3,0,14061,7894,15737,135,37827,0,60
CXB-201,2020-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12,5,0,7,0,2,1,1,0,0,14061,7894,15737,135,37827,0,62
CXB-201,2020-07-13,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12,5,0,7,0,1,1,0,0,0,14061,7894,15737,135,37827,0,63
CXB-201,2020-07-14,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,13,5,1,7,0,1,0,0,1,0,14061,7893,15736,135,37825,0,64
CXB-201,2020-07-15,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,13,5,2,6,0,1,0,0,1,0,14061,7892,15736,135,37824,0,65
CXB-201,2020-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12,5,2,5,0,1,0,0,1,0,14061,7892,15735,135,37823,0,66
CXB-201,2020-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12,5,2,5,0,0,0,0,0,0,14061,7892,15735,135,37823,0,66
CXB-201,2020-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12,5,2,5,0,0,0,0,0,0,14061,7892,15735,135,37823,0,66
CXB-201,2020-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,5,2,4,0,1,0,0,1,0,14061,7892,15735,135,37823,0,67
CXB-201,2020-07-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,5,2,3,0,1,0,0,1,0,14061,7892,15735,135,37823,0,68
CXB-201,2020-07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,5,2,3,0,0,0,0,0,0,14061,7892,15735,135,37823,0,68
CXB-201,2020-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,5,2,3,0,0,0,0,0,0,14061,7892,15735,135,37823,0,68
CXB-201,2020-07-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,5,2,3,0,0,0,0,0,0,14061,7892,15735,135,37823,0,68
CXB-201,2020-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,5,2,3,0,0,0,0,0,0,14061,7892,15735,135,37823,0,68
CXB-201,2020-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,5,2,3,0,0,0,0,0,0,14061,7892,15735,135,37823,0,68
CXB-201,2020-07-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,5,2,2,0,1,0,0,1,0,14061,7892,15735,135,37823,0,69
CXB-201,2020-07-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,5,2,2,0,0,0,0,0,0,14061,7892,15735,135,37823,0,69
CXB-201,2020-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,4,2,2,0,1,1,0,0,0,14061,7892,15735,135,37823,0,70
CXB-201,2020-07-29,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,4,2,3,0,0,0,0,0,0,14061,7892,15735,135,37823,0,70
CXB-201,2020-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,4,2,3,0,0,0,0,0,0,14060,7892,15735,135,37822,0,70
CXB-201,2020-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,4,2,3,0,0,0,0,0,0,14060,7892,15735,135,37822,0,70
CXB-201,2020-08-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,5,2,3,0,0,0,0,0,0,14060,7892,15735,135,37822,0,70
CXB-201,2020-08-02,0,0,0,0,0,3,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,13,5,3,5,0,0,0,0,0,0,14060,7891,15733,135,37819,0,70
CXB-201,2020-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,4,3,4,0,2,1,0,1,0,14060,7891,15732,135,37818,0,72
CXB-201,2020-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,3,3,4,0,1,1,0,0,0,14060,7891,15732,135,37818,0,73
CXB-201,2020-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,2,3,4,0,1,1,0,0,0,14060,7891,15732,135,37818,0,74
CXB-201,2020-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,2,3,4,0,0,0,0,0,0,14060,7891,15732,135,37818,0,74
CXB-201,2020-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,2,3,4,0,0,0,0,0,0,14060,7891,15732,135,37818,0,74
CXB-201,2020-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,2,2,4,0,1,0,1,0,0,14060,7891,15732,135,37818,0,75
CXB-201,2020-08-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,2,2,4,0,0,0,0,0,0,14060,7891,15732,135,37818,0,75
CXB-201,2020-08-10,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,2,1,5,0,1,0,1,0,0,14060,7891,15732,135,37818,0,76
CXB-201,2020-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,2,1,5,0,0,0,0,0,0,14059,7891,15732,135,37817,0,76
CXB-201,2020-08-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,2,1,5,0,0,0,0,0,0,14059,7891,15732,135,37817,0,76
CXB-201,2020-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,2,1,5,0,0,0,0,0,0,14059,7891,15732,135,37817,0,76
CXB-201,2020-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,2,1,5,0,0,0,0,0,0,14059,7891,15732,135,37817,0,76
CXB-201,2020-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,2,1,4,0,1,0,0,1,0,14059,7891,15732,135,37817,0,77
CXB-201,2020-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,2,1,4,0,0,0,0,0,0,14059,7891,15732,135,37817,0,77
CXB-201,2020-08-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,2,1,4,0,0,0,0,0,0,14059,7891,15732,135,37817,0,77
CXB-201,2020-08-18,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,3,1,4,0,0,0,0,0,0,14059,7891,15732,135,37817,0,77
CXB-201,2020-08-19,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,4,1,5,0,0,0,0,0,0,14058,7891,15731,135,37815,0,77
CXB-201,2020-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,4,1,5,0,0,0,0,0,0,14055,7889,15731,135,37810,0,77
CXB-201,2020-08-21,0,0,0,0,0,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15,7,3,5,0,0,0,0,0,0,14055,7889,15731,135,37810,0,77
CXB-201,2020-08-22,0,0,0,0,0,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,18,8,5,5,0,0,0,0,0,0,14054,7887,15731,135,37807,0,77
CXB-201,2020-08-23,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,18,8,6,4,0,1,0,0,1,0,14054,7886,15731,135,37806,0,78
