region,timestamp,n_infections_in_communal,n_infections_in_distribution_center,n_infections_in_e_voucher,n_infections_in_hospital,n_infections_in_learning_center,n_infections_in_play_group,n_infections_in_pump_latrine,n_infections_in_religious,n_infections_in_shelter,infected,infected_0_12,infected_12_25,infected_25_65,infected_65_101,deaths,deaths_0_12,deaths_12_25,deaths_25_65,deaths_65_101,hospital_admissions,hospital_admissions_0_12,hospital_admissions_12_25,hospital_admissions_25_65,hospital_admissions_65_101,icu_admissions,currently_in_hospital,currently_in_hospital_0_12,currently_in_hospital_12_25,currently_in_hospital_25_65,currently_in_hospital_65_101,currently_infected,currently_infected_0_12,currently_infected_12_25,currently_infected_25_65,currently_infected_65_101,recovered,recovered_0_12,recovered_12_25,recovered_25_65,recovered_65_101,currently_susceptible_0_12,currently_susceptible_12_25,currently_susceptible_25_65,currently_susceptible_65_101,currently_susceptible,currently_dead,currently_recovered
CXB-201,2020-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14082,7849,15829,133,37893,0,0
CXB-201,2020-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14082,7849,15829,133,37893,0,0
CXB-201,2020-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14082,7849,15829,133,37893,0,0
CXB-201,2020-05-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14082,7849,15829,133,37893,0,0
CXB-201,2020-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14082,7849,15829,133,37893,0,0
CXB-201,2020-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14082,7849,15829,133,37893,0,0
CXB-201,2020-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14082,7849,15829,133,37893,0,0
CXB-201,2020-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14082,7849,15829,133,37893,0,0
CXB-201,2020-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14082,7849,15829,133,37893,0,0
CXB-201,2020-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14082,7849,15829,133,37893,0,0
CXB-201,2020-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14082,7849,15829,133,37893,0,0
CXB-201,2020-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14082,7849,15829,133,37893,0,0
CXB-201,2020-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14082,7849,15829,133,37893,0,0
CXB-201,2020-05-24,0,0,0,0,0,0,0,0,5,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,0,0,0,0,0,0,14082,7849,15829,133,37893,0,0
CXB-201,2020-05-25,0,0,0,0,0,0,1,0,7,8,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,1,7,0,0,0,0,0,0,14079,7849,15824,133,37885,0,0
CXB-201,2020-05-26,0,0,0,0,0,0,0,0,8,8,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,2,12,0,0,0,0,0,0,14077,7848,15819,133,37877,0,0
CXB-201,2020-05-27,0,0,0,0,1,0,0,0,8,9,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,9,6,15,0,0,0,0,0,0,14075,7844,15816,133,37868,0,0
CXB-201,2020-05-28,2,0,0,0,4,0,0,0,2,8,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,12,9,17,0,0,0,0,0,0,14072,7841,15814,133,37860,0,0
CXB-201,2020-05-29,0,0,0,0,1,0,0,0,4,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,14,10,19,0,0,0,0,0,0,14070,7840,15812,133,37855,0,0
CXB-201,2020-05-30,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,14,11,20,0,0,0,0,0,0,14070,7839,15811,133,37853,0,0
CXB-201,2020-05-31,0,0,0,0,0,1,0,0,8,9,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,20,12,22,0,0,0,0,0,0,14064,7838,15809,133,37844,0,0
CXB-201,2020-06-01,0,0,0,0,1,0,0,0,11,12,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,26,15,25,0,0,0,0,0,0,14058,7835,15806,133,37832,0,0
CXB-201,2020-06-02,1,0,0,0,5,0,1,2,13,22,10,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,36,21,31,0,0,0,0,0,0,14048,7829,15800,133,37810,0,0
CXB-201,2020-06-03,1,0,0,0,2,0,0,1,17,21,9,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,45,28,36,0,0,0,0,0,0,14039,7822,15795,133,37789,0,0
CXB-201,2020-06-04,0,0,0,0,2,1,0,0,10,13,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,50,32,40,0,0,0,0,0,0,14034,7818,15791,133,37776,0,0
CXB-201,2020-06-05,2,0,0,0,2,2,0,0,16,22,11,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,61,35,48,0,0,0,0,0,0,14023,7815,15783,133,37754,0,0
CXB-201,2020-06-06,2,0,0,0,0,1,0,1,24,28,8,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,69,42,61,0,0,0,0,0,0,14015,7808,15770,133,37726,0,0
CXB-201,2020-06-07,0,0,0,0,0,0,5,0,21,26,5,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,74,51,73,0,0,0,0,0,0,14010,7799,15758,133,37700,0,0
CXB-201,2020-06-08,1,0,0,0,9,2,0,0,27,39,13,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,87,61,89,0,1,1,0,0,0,13997,7789,15742,133,37661,0,1
CXB-201,2020-06-09,2,0,0,0,6,0,2,1,35,46,18,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,105,73,105,0,0,0,0,0,0,13979,7777,15726,133,37615,0,1
CXB-201,2020-06-10,1,1,0,0,4,0,1,0,27,34,15,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,118,79,117,0,3,2,1,0,0,13964,7770,15714,133,37581,0,4
CXB-201,2020-06-11,3,0,0,0,12,2,3,3,43,66,28,20,18,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,379,146,99,134,0,1,0,0,1,0,13936,7750,15696,133,37515,0,5
CXB-201,2020-06-12,8,0,0,0,13,1,2,0,60,84,35,18,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,460,180,116,164,0,3,1,1,1,0,13901,7732,15665,133,37431,0,8
CXB-201,2020-06-13,8,0,0,0,0,2,0,1,48,59,24,14,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,517,203,129,184,1,2,1,1,0,0,13877,7718,15645,132,37372,0,10
CXB-201,2020-06-14,6,0,1,0,0,2,4,0,61,74,18,22,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,590,221,150,218,1,1,0,1,0,0,13859,7696,15611,132,37298,0,11
CXB-201,2020-06-15,4,0,0,0,19,1,2,1,66,93,42,16,35,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,1,0,679,262,166,250,1,5,2,0,3,0,13817,7680,15576,132,37205,0,16
CXB-201,2020-06-16,7,0,0,0,23,6,5,1,95,137,59,30,48,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,812,319,196,296,1,4,2,0,2,0,13758,7650,15528,132,37068,0,20
CXB-201,2020-06-17,8,0,0,0,26,2,6,0,104,146,63,29,53,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,955,382,225,346,2,4,0,1,3,0,13695,7621,15475,131,36922,0,24
CXB-201,2020-06-18,7,0,1,0,29,6,8,1,120,172,75,42,54,1,0,0,0,0,0,1,0,0,1,0,0,3,0,1,2,0,1120,455,264,398,3,7,2,3,2,0,13620,7579,15421,130,36750,0,31
CXB-201,2020-06-19,16,0,0,0,35,3,7,3,183,247,107,47,92,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,1362,561,310,487,4,6,2,1,3,0,13513,7532,15329,129,36503,0,37
CXB-201,2020-06-20,12,0,0,0,0,7,7,2,233,261,88,65,105,3,0,0,0,0,0,1,0,1,0,0,0,3,0,2,1,0,1617,644,375,591,7,6,5,0,1,0,13425,7467,15224,126,36242,0,43
CXB-201,2020-06-21,10,0,0,0,0,9,13,5,191,228,90,50,87,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,1840,731,423,678,8,5,3,2,0,0,13335,7417,15137,125,36014,0,48
CXB-201,2020-06-22,22,0,0,0,53,9,8,1,216,309,130,67,110,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,2140,856,488,786,10,9,5,2,2,0,13205,7350,15027,123,35705,0,57
CXB-201,2020-06-23,22,0,1,0,42,11,10,2,236,324,125,74,124,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,2450,979,558,902,11,14,2,4,8,0,13080,7276,14903,122,35381,0,71
CXB-201,2020-06-24,16,0,0,0,75,10,14,1,299,415,172,100,141,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,2853,1142,658,1040,13,12,9,0,3,0,12908,7176,14762,120,34966,0,83
CXB-201,2020-06-25,25,0,1,0,66,12,16,1,365,486,194,102,188,2,0,0,0,0,0,1,0,0,1,0,0,3,0,1,2,0,3329,1333,756,1225,15,10,3,4,3,0,12714,7074,14574,118,34480,0,93
CXB-201,2020-06-26,31,1,0,0,92,15,20,0,392,551,237,136,176,2,0,0,0,0,0,3,0,0,3,0,0,5,0,1,4,0,3865,1563,888,1397,17,15,7,4,4,0,12477,6938,14398,116,33929,0,108
CXB-201,2020-06-27,26,2,0,0,0,16,15,2,514,575,201,117,256,1,0,0,0,0,0,1,0,0,0,1,0,6,0,1,4,1,4420,1755,1001,1646,18,20,9,4,7,0,12276,6821,14142,115,33354,0,128
CXB-201,2020-06-28,46,0,0,0,0,29,12,6,519,612,222,127,260,3,0,0,0,0,0,1,0,0,1,0,0,7,0,1,5,1,5008,1969,1120,1898,21,24,8,8,8,0,12054,6694,13882,112,32742,0,152
CXB-201,2020-06-29,35,0,0,0,131,19,26,3,541,755,330,166,256,3,0,0,0,0,0,0,0,0,0,0,0,7,0,1,5,1,5726,2289,1271,2142,24,37,10,15,12,0,11724,6528,13626,109,31987,0,189
CXB-201,2020-06-30,45,0,1,0,157,18,36,6,606,869,354,177,332,6,0,0,0,0,0,2,0,0,2,0,0,9,0,1,7,1,6561,2631,1442,2458,30,34,12,6,16,0,11370,6351,13294,103,31118,0,223
CXB-201,2020-07-01,50,0,1,0,164,14,27,3,661,920,369,205,343,3,0,0,0,0,0,2,0,0,2,0,0,11,0,1,9,1,7439,2986,1636,2784,33,42,14,11,17,0,11001,6146,12951,100,30198,0,265
CXB-201,2020-07-02,60,0,1,0,193,24,29,5,788,1100,471,218,406,5,1,0,0,1,0,2,0,0,2,0,0,12,0,1,10,1,8493,3443,1842,3170,38,45,14,12,19,0,10530,5928,12545,95,29098,1,310
CXB-201,2020-07-03,65,0,2,0,182,22,20,4,850,1145,464,224,450,7,0,0,0,0,0,5,0,0,5,0,0,17,0,1,15,1,9589,3888,2051,3605,45,49,19,15,15,0,10066,5704,12095,88,27953,1,359
CXB-201,2020-07-04,64,2,1,0,0,40,52,7,1016,1182,410,259,512,1,0,0,0,0,0,3,0,0,3,0,0,19,0,1,17,1,10716,4274,2298,4098,46,55,24,12,19,0,9656,5445,11583,87,26771,1,414
CXB-201,2020-07-05,66,0,4,0,0,31,34,8,1027,1170,385,258,523,4,0,0,0,0,0,5,0,0,5,0,0,23,0,1,21,1,11817,4626,2541,4600,50,69,33,15,21,0,9271,5187,11060,83,25601,1,483
CXB-201,2020-07-06,80,0,5,0,198,35,62,6,1102,1488,594,329,560,5,1,0,0,1,0,6,1,0,5,0,0,24,1,0,22,1,13215,5184,2848,5129,54,89,36,22,30,1,8677,4858,10500,78,24113,2,572
CXB-201,2020-07-07,75,1,2,0,195,22,39,12,1105,1451,580,290,577,4,0,0,0,0,0,7,2,0,5,0,0,30,3,0,26,1,14558,5728,3110,5662,58,108,36,28,44,0,8097,4568,9923,74,22662,2,680
CXB-201,2020-07-08,73,0,1,0,186,35,34,4,1135,1468,580,317,569,2,1,0,0,1,0,5,1,0,4,0,0,32,4,0,27,1,15919,6262,3402,6196,59,106,46,25,34,1,7517,4251,9354,72,21194,3,786
CXB-201,2020-07-09,72,0,1,0,232,24,45,7,1193,1574,623,357,590,4,1,0,0,0,1,2,0,0,2,0,0,31,4,0,27,0,17366,6828,3728,6750,60,126,57,31,36,2,6894,3894,8764,68,19620,4,912
CXB-201,2020-07-10,79,0,4,0,205,28,46,9,1174,1545,584,325,635,1,0,0,0,0,0,6,0,0,5,1,0,35,4,0,30,1,18759,7357,4021,7320,61,152,55,32,65,0,6310,3569,8129,67,18075,4,1064
CXB-201,2020-07-11,89,1,0,0,0,32,45,5,1270,1442,495,289,652,6,1,0,0,1,0,13,0,1,11,1,0,44,4,1,37,2,19997,7756,4274,7900,67,203,96,36,71,0,5815,3280,7477,61,16633,5,1267
CXB-201,2020-07-12,86,1,0,0,0,28,48,8,1199,1370,464,257,641,8,0,0,0,0,0,6,1,0,5,0,0,49,4,1,42,2,21163,8143,4484,8463,73,204,77,47,78,2,5351,3023,6836,53,15263,5,1471
CXB-201,2020-07-13,78,0,4,0,176,29,45,7,1115,1454,580,275,593,6,1,0,0,1,0,8,0,0,6,2,0,53,4,1,44,4,22375,8623,4698,8975,79,241,100,61,80,0,4771,2748,6243,47,13809,6,1712
CXB-201,2020-07-14,66,0,3,0,173,13,39,3,1111,1408,542,281,578,7,0,0,0,0,0,12,0,1,11,0,0,61,4,2,51,4,23490,9053,4912,9441,84,293,112,67,112,2,4229,2467,5665,40,12401,6,2005
CXB-201,2020-07-15,42,0,0,0,154,17,37,8,1053,1311,505,263,537,6,0,0,0,0,0,10,2,0,8,0,0,69,6,2,58,3,24455,9413,5096,9857,89,346,145,79,121,1,3724,2204,5128,34,11090,6,2351
CXB-201,2020-07-16,47,0,3,0,117,19,32,8,974,1200,434,253,510,3,0,0,0,0,0,12,2,0,8,2,0,76,8,2,61,5,25293,9685,5272,10245,91,362,162,77,122,1,3290,1951,4618,31,9890,6,2713
CXB-201,2020-07-17,50,0,4,0,104,25,33,8,910,1134,413,252,466,3,0,0,0,0,0,9,0,0,8,1,0,77,8,2,61,6,25996,9927,5427,10548,94,431,171,97,163,0,2877,1699,4152,28,8756,6,3144
CXB-201,2020-07-18,33,0,0,0,0,19,23,1,819,895,276,192,425,2,0,0,0,0,0,12,1,0,11,0,0,79,7,2,64,6,26417,10024,5519,10779,95,474,179,100,194,1,2601,1507,3727,26,7861,6,3618
CXB-201,2020-07-19,44,0,0,0,0,14,25,5,725,813,260,151,400,2,1,0,0,1,0,10,1,0,9,0,0,86,8,2,70,6,26737,10092,5570,10978,97,492,192,100,200,0,2341,1356,3327,24,7048,7,4110
CXB-201,2020-07-20,34,1,1,0,55,9,18,3,637,758,244,153,358,3,0,0,0,0,0,14,0,0,13,1,0,97,8,2,80,7,26877,10100,5584,11093,100,618,236,139,243,0,2097,1203,2969,21,6290,7,4728
CXB-201,2020-07-21,22,1,4,0,53,8,16,2,547,653,223,128,302,0,0,0,0,0,0,11,1,2,8,0,0,96,9,4,76,7,26890,10080,5561,11150,99,640,243,151,245,1,1874,1075,2667,21,5637,7,5368
CXB-201,2020-07-22,22,0,1,0,47,8,14,3,497,592,211,110,271,0,3,0,0,3,0,14,0,0,14,0,0,97,8,3,81,5,26751,9982,5525,11147,97,728,309,146,271,2,1663,965,2396,21,5045,10,6096
CXB-201,2020-07-23,19,0,1,0,27,2,7,2,402,460,150,100,210,0,3,0,0,3,0,14,2,1,10,1,0,97,8,4,79,6,26376,9792,5439,11053,92,832,340,186,301,5,1513,865,2186,21,4585,13,6928
CXB-201,2020-07-24,16,0,0,0,24,1,13,3,380,437,154,80,200,3,1,0,0,1,0,16,0,1,15,0,0,108,8,5,89,6,25882,9550,5337,10903,92,930,396,182,349,3,1359,785,1986,18,4148,14,7858
CXB-201,2020-07-25,13,0,1,0,0,2,8,1,351,376,111,77,185,3,1,0,0,1,0,14,1,1,12,0,0,114,8,6,94,6,25291,9295,5199,10704,93,966,366,215,383,2,1248,708,1801,15,3772,15,8824
CXB-201,2020-07-26,8,0,0,0,0,2,4,4,271,289,95,58,136,0,1,0,0,1,0,13,0,0,12,1,0,120,8,6,99,7,24473,8971,5020,10396,86,1106,419,237,443,7,1153,650,1665,15,3483,16,9930
CXB-201,2020-07-27,9,0,0,0,13,2,5,0,204,233,78,46,108,1,2,0,0,2,0,10,1,0,8,1,0,121,9,6,98,8,23539,8608,4830,10019,82,1165,441,236,483,5,1075,604,1557,14,3250,18,11095
CXB-201,2020-07-28,9,0,1,0,9,1,1,2,197,220,82,42,96,0,1,0,0,0,1,11,2,0,9,0,0,121,10,6,99,6,22574,8236,4613,9647,78,1184,454,259,468,3,993,562,1461,14,3030,19,12279
CXB-201,2020-07-29,11,0,0,0,8,4,3,0,177,203,65,38,100,0,1,0,0,0,1,11,2,0,9,0,0,119,11,6,97,5,21451,7794,4378,9211,68,1325,507,273,536,9,928,524,1361,14,2827,20,13604
CXB-201,2020-07-30,5,0,0,0,4,1,1,0,118,129,42,26,61,0,2,0,0,2,0,9,0,0,9,0,0,109,9,5,90,5,20260,7318,4136,8746,60,1318,518,268,524,8,886,498,1300,14,2698,22,14922
CXB-201,2020-07-31,1,0,0,0,8,1,1,0,113,124,39,21,64,0,0,0,0,0,0,1,0,0,1,0,0,100,9,4,84,3,19089,6844,3883,8304,58,1295,513,274,506,2,847,477,1236,14,2574,22,16217
CXB-201,2020-08-01,4,0,0,0,0,0,1,0,99,104,28,24,52,0,1,0,0,1,0,10,1,0,9,0,0,104,10,4,87,3,17795,6328,3624,7785,58,1397,544,283,570,0,819,453,1184,14,2470,23,17614
CXB-201,2020-08-02,2,0,0,0,0,1,1,0,73,77,27,12,38,0,1,0,0,1,0,7,0,0,7,0,0,100,9,2,87,2,16502,5836,3329,7283,54,1369,519,307,539,4,792,441,1146,14,2393,24,18983
CXB-201,2020-08-03,3,0,0,0,4,0,2,0,87,96,34,15,47,0,1,0,0,1,0,4,0,0,4,0,0,94,6,2,85,1,15245,5375,3042,6775,53,1352,495,302,554,1,758,426,1099,14,2297,25,20335
CXB-201,2020-08-04,2,0,0,0,1,0,2,1,65,71,20,15,36,0,2,0,0,2,0,5,0,0,4,1,0,89,6,2,79,2,13978,4899,2790,6241,48,1336,496,267,568,5,738,411,1063,14,2226,27,21671
CXB-201,2020-08-05,2,0,0,0,4,0,0,0,49,55,26,6,23,0,1,0,0,1,0,4,0,0,4,0,0,84,6,2,74,2,12730,4429,2524,5733,44,1302,496,272,530,4,712,405,1040,14,2171,28,22973
CXB-201,2020-08-06,1,0,0,0,3,0,2,0,35,41,15,13,12,1,3,0,0,3,0,2,0,0,1,1,0,76,5,2,66,3,11474,3958,2276,5200,40,1294,486,261,542,5,697,392,1028,13,2130,31,24267
CXB-201,2020-08-07,4,0,0,0,1,0,1,0,25,31,12,5,14,0,0,0,0,0,0,4,0,0,3,1,0,74,4,1,65,4,10275,3567,2015,4659,34,1230,403,266,555,6,685,387,1014,13,2099,31,25497
CXB-201,2020-08-08,0,0,0,0,0,0,1,0,33,34,17,5,11,1,0,0,0,0,0,3,0,0,3,0,0,68,4,0,60,4,9160,3177,1796,4156,31,1149,407,224,514,4,668,382,1003,12,2065,31,26646
CXB-201,2020-08-09,2,0,0,0,0,0,1,2,25,30,8,3,19,0,1,0,0,1,0,4,0,0,4,0,0,65,4,0,58,3,8130,2793,1579,3732,26,1059,392,220,442,5,660,379,984,12,2035,32,27705
CXB-201,2020-08-10,0,0,0,0,0,0,1,0,22,23,8,3,12,0,0,0,0,0,0,3,0,0,3,0,0,61,4,0,54,3,7117,2430,1377,3289,21,1036,371,205,455,5,652,376,972,12,2012,32,28741
CXB-201,2020-08-11,1,0,0,0,0,0,0,0,14,15,3,5,7,0,1,0,0,1,0,2,0,0,2,0,0,59,4,0,52,3,6286,2138,1216,2913,19,845,295,166,382,2,649,371,965,12,1997,33,29586
CXB-201,2020-08-12,1,0,0,0,0,0,0,1,16,18,7,1,10,0,1,0,0,1,0,4,1,0,3,0,0,60,5,0,52,3,5461,1877,1047,2521,16,842,268,170,401,3,642,370,955,12,1979,34,30428
CXB-201,2020-08-13,0,0,0,0,1,0,0,0,10,11,2,3,6,0,0,0,0,0,0,2,0,1,1,0,0,61,5,1,52,3,4758,1628,892,2224,14,714,251,158,303,2,640,367,949,12,1968,34,31142
CXB-201,2020-08-14,0,0,0,0,3,0,0,0,16,19,8,2,9,0,3,0,0,3,0,3,1,0,2,0,0,56,4,1,48,3,4059,1377,751,1917,14,715,259,143,313,0,632,365,940,12,1949,37,31857
CXB-201,2020-08-15,1,0,0,0,0,0,0,0,14,15,4,5,6,0,0,0,0,0,0,1,0,0,1,0,0,56,4,1,48,3,3498,1184,635,1667,12,576,197,121,256,2,628,360,934,12,1934,37,32433
CXB-201,2020-08-16,0,0,0,0,0,0,1,0,6,7,3,0,4,0,0,0,0,0,0,1,0,0,1,0,0,51,3,1,44,3,3002,1002,542,1449,9,503,185,93,222,3,625,360,930,12,1927,37,32936
CXB-201,2020-08-17,0,0,0,0,0,0,0,0,11,11,4,1,6,0,1,0,0,1,0,2,0,0,1,1,0,49,2,1,42,4,2619,882,476,1252,9,393,124,67,202,0,621,359,924,12,1916,38,33329
CXB-201,2020-08-18,0,0,0,0,0,0,0,0,6,6,3,1,2,0,2,0,0,2,0,0,0,0,0,0,0,42,1,1,37,3,2253,760,392,1092,9,370,125,85,160,0,618,358,922,12,1910,40,33699
CXB-201,2020-08-19,0,0,0,0,2,0,0,0,3,5,0,2,3,0,1,0,0,1,0,2,0,0,2,0,0,39,1,1,34,3,1927,655,332,931,9,330,105,62,163,0,618,356,919,12,1905,41,34029
CXB-201,2020-08-20,0,0,0,0,0,0,0,0,4,4,2,0,2,0,2,0,0,1,1,1,0,0,1,0,0,35,1,0,32,2,1657,550,284,816,7,272,107,48,116,1,616,356,917,12,1901,43,34301
CXB-201,2020-08-21,0,0,0,0,0,0,0,0,8,8,1,4,3,0,0,0,0,0,0,1,0,0,1,0,0,32,1,0,29,2,1421,474,245,695,7,244,77,43,124,0,615,352,914,12,1893,43,34545
CXB-201,2020-08-22,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,28,1,1213,413,202,591,7,210,61,44,105,0,615,351,913,12,1891,43,34755
CXB-201,2020-08-23,0,0,0,0,0,0,0,0,7,7,3,0,4,0,2,0,0,2,0,2,0,0,1,1,0,27,1,0,24,2,1047,359,163,518,7,171,57,39,75,0,612,351,909,12,1884,45,34926
